participant,date,expName,psychopyVersion,OS,frameRate,ins1_key.keys,ins1_key.rt,ins1_key.duration,key_resp_2.keys,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,key_resp_2.rt,key_resp_2.duration,fish_key_2.corr,ExpStart_key.keys,ExpStart_key.rt,ExpStart_key.duration,block number,block assignment,fish_key_button.keys,fish_key_button.rt,fish_key_button.duration,fish_key.corr,fish_interval,key_resp_time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fish1,fish2,fish3,fish4,fish5,pond,pond2,pond3
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,space,130.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,0,0,0,0,1,1,stimuli/bead_b.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,0,1,1,1,1,2,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,up,0,2,2,2,1,3,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left,1.4745,,0,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,left,0,3,3,3,1,4,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/blank.jpg,0,1,left,0.9894,,1,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,left,0,4,4,4,1,5,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left,0.5127,,1,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,up,0,5,5,5,1,6,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left,0.7011,,0,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,left,0,6,6,6,1,7,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left,0.8505,,1,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,up,0,7,7,7,1,8,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,1,2,up,0.8381,,1,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,up,0,8,8,8,1,9,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,1,2,up,3.3766,,1,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,left,0,9,9,9,1,10,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,1,2,up,1.0218,,0,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,left,0,10,10,10,1,11,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,1,2,up,2.2562,,0,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,up,0,11,11,11,1,12,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up,0.4904,,1,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,left,0,12,12,12,1,13,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,1,2,up,2.4166,,0,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,up,0,13,13,13,1,14,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,1,2,up,0.8999,,1,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,right,0,14,14,14,1,15,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up,0.6416,,0,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,right,0,0,0,0,1,1,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right,2.008,,1,,,,,,,,,,,,,,,,,,,,,,,,
